case_number,company_name,clean_name_1,clean_name_2,emp_1_city,emp_1_state,emp_1_zip,scrape_status
01-RC-230426,"Dawn-Ra Corporation, d/b/a Orange Rehabilitation and Health Care Center",Dawn-Ra,Orange Rehab,Orange,CT,6477,
01-RC-231247,Steward St. Anne's Hospital Corporation d/b/a Saint Anne’s Hospital,Steward St. Anne's,Saint Anne's ,Fall River,MA,2721,
01-RC-231775,Eversource Energy Service Company,Eversource,,Berlin,CT,6037,
01-RC-232849,Durham D&M LLC,Durham D M,,Stratford,CT,6615,
01-RC-234174,"Dynegy Power, LLC",Dynegy,,Milford,CT,6461,
01-RC-234667,"HOP Energy, LLC, d/b/a Valley Oil and DDLC Energy",HOP Energy,Valley oil,Bloomfield,CT,6002,
01-RC-234713,United Ambulance Service,United ambulance,,Lewiston,ME,4240,
01-RC-235513,Heorot Power Management LLC,heorot power,,Lowell,MA,1852,
01-RC-237370,"Compass Group USA, Inc., d/b/a Chartwells School Dining Services",compass group,chartwells,New Haven,CT,6511,
01-RC-239801,"Ocean State Transit, LLC",ocean state transit,,East Providence,RI,2914,
01-RC-240403,"AvalonBay Communities, Inc.",avalonbay,,Fairfield,CT,6824,
01-RC-240603,"Fidelity House CRC, Inc.",fidelity,,Lawrence,MA,1843,
01-RC-240853,"Specialty Transportation, Inc.",specialty transportation,,Guilford,CT,6437,
01-RC-242194,Riverhead Building Supply Corp.,riverhead building,,Richmond,RI,2898,
01-RC-242639,National Express Transit,National Express ,,Springfield,MA,1104,
01-RC-243206,"Sprague Resources GP, LLC",sprague,,Stratford,CT,6615,
01-RC-243252, NATIONAL EXPRESS TRANSIT CORPORATION,National Express ,,Hyde Park,MA,2136,
01-RC-243688,"First Student, Inc.",first student,,Westborough,MA,1581,
01-RC-244079,"Bear Mountain Mattapan, LLC d/b/a Mattapan Health and Rehabilitation Center",Mattapan health,Bear Mountain Mattapan,Mattapan,MA,2126,
01-RC-244514,Transdev Services Inc.,Transdev,,Bridgeport,CT,6610,
01-RC-245990,Dynegy Power LLC (Lake Road Plant),Dynegy,,Dayville,CT,6241,
01-RC-246211,Health and Social Services Consortium Inc. d/b/a HESSCO,HESSCO,Health Social,Sharon,MA,2067,
01-RC-246694,Health and Social Services Consortium Inc. d/b/a HESSCO,HESSCO,Health Social,Sharon,MA,2067,
01-RC-247287,Durham D&M LLC,Durham D M,,Cumberland,RI,2864,
01-RC-247721,M & M Transport Services Inc.,M M Transport,,Marlborough,MA,1752,
01-RC-248155,"Sprague Resources GP, LLC",sprague,,East Providence,RI,2914,
01-RC-248808,"Agiliti Health, Inc.",Agiliti,,Andover,MA,1810,
01-RC-249161,Hebrew Senior Care Behavioral Hospital,Hebrew Senior,Hebrew Hospital,West Hartford,CT,6117,
01-RC-250144,"FIRST STUDENT, INC.",First Student,,Hanson,MA,2341,
01-RC-250177,Harriet Beecher Stowe Center,Harriet Beecher,,Hartford,CT,6105,
01-RC-250256,Highlander Charter School,Highlander,,Providence,RI,2907,
01-RC-250640,"Bradford Airport Logistics, LTD",Bradford airport,,Boston,MA,2128,
01-RC-250838,"First Transit, Inc.",first transit,,Nashua,NH,3062,
01-RC-251507,"Live Nation Worldwide, Inc.",live nation,,Boston,MA,2210,
01-RC-251551,"Action Ambulance Services, Inc.",action ambulance,,Holyoke,MA,1040,
05-RC-016577,"Individual Development, Inc.",individual development,,Washington,DC,20005,
05-RC-016580,Consulate Health Care d/b/a Ashland Nursing & Rehab Center,consulate health,ashland nursing,Ashland,VA,23005,
05-RC-016582,JSD Cleaning Svc,jsd ,,Bowie,MD,20716,
05-RC-016588,"Bishops Bus Service, Inc.",bishops bus,,Lusby,MD,20657,
05-RC-016592,"J.L. Mackall: Division of JLM Trucking, Inc.",JL Mackall,JLM,Huntingtown,MD,20639,
05-RC-016593,Mackall Bus Service,Mackall ,,Huntingtown,MD,20639,
05-RC-016595,Karl Weber,Karl Weber,,Prince Frederick,MD,20678,
05-RC-016596,Clark Rawlings,Clark Rawlings,,Prince Frederick,MD,20678,
05-RC-016599,"Fowler Bus Service, Inc.",Folwer Bus,,Prince Frederick,MD,20678,
05-RC-016600,Jeremiah Hutchins,Jeremiah Hutchins,,Lusby,MD,20657,
05-RC-016603,"Elite Protective Services, Inc.",Elite Protective,,Landover,MD,20785,
05-RC-016605,Coastal Sunbelt Produce,Coastal Sunbelt,,Savage,MD,20763,
05-RC-016607,Jenkins Security,Jenkins Security,,Washington,DC,20018,
05-RC-016608,"Jenkins Security Consultants, Inc.",Jenkins Security,,WASHINGTON,DC,20009,
05-RC-016610,Harbor Health Care and Rehab,Harbor health,Harbor rehab,Lewes,DE,19958,
05-RC-016616,"Holly Hill Nursing, LLC",Holy hill nursing,Holy hill,Towson,MD,21286,
05-RC-016617,AECOM,AECOM,,Mc Lean,VA,22102,
05-RC-016618,"Watkins Security Agency of DC, Inc.",Watkins Security,,Washington,DC,20019,
05-RC-016620,"SecTek, Inc",sectek,,,,,
05-RC-016623,Metro Homes and Metro Day Treatment Inc.,metro homes,metro day,Washington,DC,20012,
05-RC-016625,Coastal International Security,Coastal International,,Upper Marlboro,MD,20772,
05-RC-016631,The Cube Corporation d/b/a VT Griffin,cube corporations,VT griffin,Gaithersburg,MD,20878,
05-RC-016644,AECOM,aecom,,Mc Lean,VA,22102,
05-RC-016646,"Basic Contracting Services, Inc. (and/or) Murray Guard, Inc. (joint and/or single employers)",Basic contracting,Murray Guard,Jackson,TN,38305,
05-RC-016658,First Energy/Potomac Edison,First Energy,Potomac Edison,Petersburg,WV,26847,
05-RC-016664,First Transit Inc.,First Transit,,Washington,DC,20001,
05-RC-016668,Kaiser Permanente Mid-Atlantic,Kaiser permanante,Kaiser,Brooklyn,NY,11232,
05-RC-016670,"Family Services Foundation, Inc.",Family services,,Landover Hills,MD,20784,
05-RC-016673,"Coastal International Security, Inc. (CIS)",Coastal International,,Upper Marlboro,MD,20772,
05-RC-016674,"Coastal International Security, Inc. (CIS)",Coastal International,,Upper Marlboro,MD,20772,
05-RC-016678,The International Spy Museum,Spy museum,,Washington,DC,20004,
05-RC-016679,Coastal International Security,Coastal International,,Upper Marlboro,MD,20772,
05-RC-016683,Gino Morena Enterprises,Gino morena,,Fort Eustis,VA,23604,
05-RC-060726,Melwood Horticulture Training Center,Melwood horticulture,,Annapolis,MD,21401,
05-RC-060878,Jenkins Security Consultants,Jenkins Security,,Washington,DC,20018,
05-RC-061608,Allied Insulation,allied insulation,,Baltimore,MD,21224,
05-RC-061652,Harford Cty Vol Fire & EMS Foundation,harford fire,harford EMS,Forest Hill,MD,21050,
05-RC-061655,"MASTER SECURITY COMPANY, LLC",Master security,,Hunt Valley,MD,21030,
05-RC-061671,"Coastal International Security, Inc.",Coastal International,,Upper Marlboro,MD,20772,
05-RC-062591,"Rohmmann Services, Inc.",Rohmann,,Dover Afb,DE,19902,
05-RC-062634,Science & Management Resources (SMR),Science Management,SMR,Dover Afb,DE,19902,
05-RC-062669,Trinity Protective Services,Trinity Protective,,Largo,MD,20774,
05-RC-062803,"VAN GO TRANSPORTATION CO., INC.",Van go,,Henrico,VA,23228,
05-RC-062942,Trinity Protective Services,Trinity Protective,,Largo,MD,20774,
05-RC-063077,"Rohmann Services, Inc.",Rohmann,,ANDREWS AFB,MD,20762,
05-RC-063238,Jenkins Security Consultants,Jenkins Security,,Washington,DC,20018,
05-RC-063917,Aramark Uniform Services,aramark,,Baltimore,MD,21230,
05-RC-064499,"Sodexo, Inc.",sodexo,,Washington,DC,20431,
05-RC-064556,BUNZL DISTRIBUTION,bunzl ,,Hanover,MD,21076,
05-RC-064737,"Jenkins Security Consultants, Inc.",Jenkins Security,,Washington,DC,20005,
05-RC-066276,WFDC - TV/DT (Entravision),wfdc,entravision,Washington,DC,20001,
05-RC-066704,"First Transit, Inc.",First Transit,,Washington,DC,20002,
05-RC-066838,SecTek Inc.,sectek,sec-tek,Vienna,VA,22182,
05-RC-066995,Sec-Tek,sectek,sec-tek,,,,
05-RC-067955,Washington Empowered Against Violence,Washington empowered violence,,Washington,DC,20005,
05-RC-068036,"Discount Tree Services, Inc.",discount tere,,Upper Marlboro,MD,20772,
05-RC-070011,Kaiser Permanente Mid-Atlantic,Kaiser permanante,Kaiser,Brooklyn,NY,11232,
05-RC-070027,THE AMERICAN UNIVERSITY,american university,,Washington,DC,20016,
05-RC-070488,Science and Technology Corp.,science and technology,,Aberdeen,MD,21001,
05-RC-070590,"*IKEA Distribution Services, Inc.",Ikea,,Perryville,MD,21903,
05-RC-071547,Jenkins Security Consultants,Jenkins Security,,Washington,DC,20018,
05-RC-072837,"Security Assurance Management, Inc.",Security assurance,,Washington,DC,20006,
05-RC-073145,"Jenkins Security Consultants, Inc.",Jenkins Security,,Washington,DC,20018,
05-RC-074166,COASTAL INTERNATIONAL SECURITY,Coastal International,,Upper Marlboro,MD,20772,
05-RC-074500,DYNCORP INTERNATIONAL LLC,Dyncorp,,Landover,MD,20762,
05-RC-075192,MV TRANSPORTATION INC.,MV Transport,,Curtis Bay,MD,21226,
05-RC-077854,Knight Protective Services,Knight protective,,Lanham,MD,20706,
05-RC-078154,International Brotherhood of Teamsters,Teamsters,,WASHINGTON,DC,20001,
05-RC-078677,Master Security Company LLC,Master security,,Hunt Valley,MD,21030,
05-RC-078756,Jefferson Hotel,Jefferson Hotel,,Washington,DC,20036,
05-RC-079038,Aramark,aramark,,Washington,DC,20006,
05-RC-080708,"Paragon Systems, Inc.",Paragon,,Chantilly,VA,20151,
05-RC-081690,Service Access and Management Inc.,Service access,,Reading,PA,19601,
05-RC-082503,"Sectek, Inc.",Sectek,,,,,
05-RC-083622,COMPASS GROUP,Compass,,Washington,DC,20510,
05-RC-084536,"Master Security Company, LLC",Master security,,Hunt Valley,MD,21030,
05-RC-084655,G4S Government Solutions Inc.,g4s,,Palm Beach Gardens,FL,33418,
05-RC-086122,"MASTER SECURITY COMPANY, LLC",Master security,,Hunt Valley,MD,21030,
05-RC-086132,"Washington Nationals Baseball Club, LLC",washington nationals,nationals baseball,Washington,DC,20003,
05-RC-087187,Jenkins Security,Jenkins Security,,Washington,DC,20018,
05-RC-088593,HBC Management Services,hbc management,,FALLS CHURCH,VA,22046,
05-RC-088725,"Master Security Company, LLC",Master security,,Hunt Valley,MD,21030,
05-RC-089835,Jenkins Security Consultants,Jenkins Security,,Washington,DC,20018,
05-RC-090022,Roesel Heck Company,roesel heck,,Baltimore,MD,21205,
05-RC-090435,United Cerebral Palsy,united cerebral palsy,,Hunt Valley,MD,21031,
05-RC-090484,Coastal International Security,Coastal International,,Upper Marlboro,MD,20772,
05-RC-090965,United Food and Commercial Workers Union Local 400,United Food Commercial Workers,UFCW,Landover,MD,20785,
05-RC-091308,"Jenkins Security Consultants, Inc.",Jenkins Security,,Washington,DC,20018,
05-RC-091671,Phoenix Technologies/Defensor Security LLC,phoenix tech,defensor security,Fort Washington,MD,20744,
05-RC-092376,American Security Programs Inc.,american security,,Dulles,VA,20166,
05-RC-092640,American Security Programs,american security,,Dulles,VA,20166,
05-RC-093020,"Nipcam Services of Delmarva, LLC",nipcam,,Salisbury,MD,21804,
05-RC-093309,"Sectek, Inc.",sectek,,Reston,VA,20190,
05-RC-093350,ALSCO,alsco,,Columbia,SC,29201,
05-RC-093674,American Security Programs Inc.,american security,,Dulles,VA,20166,
05-RC-094238,MV Transportation,MV Transport,,Washington,DC,20018,
05-RC-094296,MV Transportation,MV Transport,,Washington,DC,20018,
05-RC-094358,Security Support Services,security support,,Upper Marlboro,MD,20772,
05-RC-095207,The Fairfax at Embassy Row,fairfax embassy row,fairfax,Washington,DC,20008,
05-RC-095769,"Coastal International Security, Inc.",Coastal International,,Upper Marlboro,MD,20772,
05-RC-096229,GGNSC Camp Hill West Shore LP d/b/a Golden Living Center - West Shore,golden living,GGNSC,Camp Hill,PA,17011,
05-RC-096283,"Chenega Aerospace, LLC",Chenega,,Alexandria,VA,22315,
05-RC-096296,Chenega Integrated Systems,Chenega,,Alexandria,VA,22315,
05-RC-097275,"Marriott Hotel Services, Inc. d/b/a Gaylord National Resort & Convention Ctr.",marriot ,Gaylord,Bethesda,MD,20817,
05-RC-098449,"E-Star, L.L.C.",e-star,,Langley Afb,VA,23665,
05-RC-098571,"PJK Food Service Corporation, d/b/a Keany Produce Company",pjk food,keany produce,Landover,MD,20785,
05-RC-100098,SKW Constructors,skw ,,Sparrows Point,MD,21219,
05-RC-100905,Georgetown University,georgetown university,,Washington,DC,20057,
05-RC-101509,"ARAMARK Educational Services, LLC at William and Mary College",aramark,,Williamsburg,VA,23187,
05-RC-101600,"First Coast Security Solutions, Inc.",first coast security,,Tampa,FL,32619,
05-RC-102971,Chenega Integrated System0,Chenega,,Ashburn,VA,20147,
05-RC-103218,Durham School Service,durham school,,Rosedale,MD,21237,
05-RC-103413,AlliedBarton Security Services LLC,alliedbarton,,Alexandria,VA,22314,
05-RC-104014,"NuStar GP, LLC",nustar,,Baltimore,MD,21226,
05-RC-104056,"Elite Protective Services, Inc.",Elite Protective,,Silver Spring,MD,20902,
05-RC-104853,"Watkins Security Agency of D.C., Inc. and Covenant Security Services, Ltd., Joint Employers",Watkins Security,,Washington,DC,20019,
05-RC-105433,"Battle's Transportation, Inc.",Battles Transportation,,Washington,DC,20018,
05-RC-105867,Elite Protective Services,Elite Protective,,Wheaton,MD,20902,
05-RC-106291,"Coastal International Security, Inc.",Coastal International,,Upper Marlboro,MD,20772,
05-RC-106306,"First Coast Security Solutions, Inc.",first coast security,,Tampa,FL,32619,
05-RC-106703,"Master Security Company, LLC",Master security,,Hunt Valley,MD,21030,
05-RC-107209,"ARAMARK Management Services, LP",aramark,,Washington,DC,20052,
05-RC-107332,"Harco Distributors Inc., d/b/a Pepsi Cola Bottling Co. of Havre de Grace",Pepsi,,Havre De Grace,MD,21078,
05-RC-107546,"Aleut Facility Support Services, LLC",aleut,,Colorado Springs,CO,80919,
05-RC-107719,"Coastal International Security, Inc.",Coastal International,Coastal Security,Upper Marlboro,MD,20772,
05-RC-108090,"Manor Care -  Ruxton MD, LLC d/b/a ManorCare Health Services - Ruxton",health care services,,Towson,MD,21204,
05-RC-108233,"Unified Community Connections, Inc.",unfied community,,Hunt Valley,MD,21031,
05-RC-108277,Master Security Company LLC,Master security,,Hunt Valley,MD,21030,
05-RC-108493,"Master Security Company, LLC",Master security,,Hunt Valley,MD,21030,
05-RC-108519,"G4S Government Solutions, Inc.",G4s,,Washington,DC,20024,
05-RC-108632,"Master Security Company, LLC.",Master security,,,,,
05-RC-109209,"DCI Utility Infrastructure Services, LLC, wholly owned by Dynamic Concepts, Inc.",DCI Utility,Dynamic Concepts,Washington,DC,20002,
05-RC-110259,"AlliedBarton Security Services, LLC",alliedbarton,allied barton,Conshohocken,PA,19428,
05-RC-110262,"Security Assurance Management, Inc.",Security assurance,,Washington,DC,20006,
05-RC-111124,"BMT of DC., Inc., d/b/a Butler Medical Transport",Butler medical,BMT,Owings Mills,MD,21117,
05-RC-111189,Danella Engineering and Construction Corp.,danella engineering,danella,DOVER,DE,19901,
05-RC-111504,"R&R Janitorial, Painting and Building Services, Inc.",R Janitorial,R Painting ,Washington,DC,20001,
05-RC-112729,"Trinity Protection Services, Inc.",Trinity protection,,Upper Marlboro,MD,20774,
05-RC-113522,MDV Nash Finch,MDV,Nash Finch,Landover,MD,20785,
05-RC-113574,"First Coast Security Solutions, Inc.",first coast security,,Roseville,MI,48066,
05-RC-115237,"Unique Cleaning Service, Inc.",unique cleaning,,Warrenton,VA,20187,
05-RC-115410,FJC Security Services,fjc security,,Washington,DC,20002,
05-RC-115818,Providence Hospital,Providence hospital,Providence medical,Washington,DC,20017,
05-RC-116792,"MV Transportation, Inc.",MV Transport,,Palm City,FL,34990,
05-RC-117169,Tito Contractors Inc.,Tito contractor,,Washington,DC,20012,
05-RC-119438,"FJC Security Services, Inc.",fjc security,,Woodbury,NY,11797,
05-RC-121919,American Security Program,american security,,Dulles,VA,20166,
05-RC-122123,AECOM Special Mission Services,aecom,,Springfield,VA,22150,
05-RC-122344,"Washington Nationals Baseball Club, LLC",washington nationals,nationals baseball,Washington,DC,20003,
05-RC-122771,"Coastal International Security, Inc.",Coastal International,Coastal Security,Upper Marlboro,MD,20772,
05-RC-123403,"Alutiiq Pacific, LLC",Alutiiq ,,Chesapeake,VA,23320,
05-RC-123941,Providence Hospital,Providence hospital,Providence medical,Washington,DC,20017,
05-RC-123970,Howard University,Howard,,Washington,DC,20059,
05-RC-124585,"Woodlawn Enterprise, LLC d/b/a Bestway Mt. Vernon Supermarket",Bestway,Woodlawn,Mount Vernon,VA,22309,
05-RC-124739,"American Intermodal Solutions, Inc., and  Ports America Chesapeake, LLC, a Single Employer",American Intermodal,Ports America,Dundalk,MD,21222,
05-RC-124981,TruGreen LandCare LLC,TruGreen,,Ijamsville,MD,21754,
05-RC-125014,"Paragon Systems, Inc.",paragon ,,Washington,DC,20423,
05-RC-125151,"The Ritz Carlton Hotel Company, LLC",Ritz Carlton,,Washington,DC,20007,
05-RC-125525,American Security Programs,american security,,Sterling,VA,20166,
05-RC-126135,"Rape, Abuse & Incest National Network",Rape Abuse Incest,,Washington,DC,20005,
05-RC-126381,"DLM East, Inc.",DLM ,,Hanover,PA,17331,
05-RC-126500,SBM Management Services,SBM,,Blue Ash,OH,45242,
05-RC-126522,"G4S Government Solutions, Inc.",G4s,,Palm Beach Gardens,FL,33418,
05-RC-126704,"Block by Block, a wholly-owned subsidiary of SMS Holdings Inc.",Block by Block,SMS Holdings,Louisville,KY,40209,
05-RC-128803,"WUSA-TV, a division of Detroit Free Press, Inc.",WUSA,Detroit Free Press,Washington,DC,20016,
05-RC-129198,"Master Security Company, LLC",Master security,,Hunt Valley,MD,21030,
05-RC-129262,"Bardon, Inc. d/b/a Aggregate Industries",Aggregate Industries,Bardon,Harpers Ferry,WV,25432,
05-RC-129548,IESI MD Corporation,IESI MD,,Capitol Heights,MD,20743,
05-RC-130519,Media Matters for America,Media Matters,,Washington,DC,20001,
05-RC-131096,"Basic Contracting Services, Inc. & Murray Guard, Inc. (Joint Employers)",Basic contracting,Murray Guard,Jackson,TN,38305,
05-RC-131467,Paragon Security,paragon,,Falls Church,VA,22041,
05-RC-133225,DISH Network Corp.,Dish network,dish,Ashland,VA,23005,
05-RC-133231,"Alutiiq Pacific, LLC",Alutiiq ,,Chesapeake,VA,23320,
05-RC-134436,Penn Township Emergency Services Board,Penn Emergency,,Hanover,PA,17331,
05-RC-135313,"The Whitestone Group, Inc.",Whitestone,,Columbus,OH,43219,
05-RC-135621,"Baker DC, LLC",Baker DC,,Washington,DC,20005,
05-RC-136099,"OMNISEC International Security Services, Inc.",omnisec security,omnisec international,Arlington,VA,20151,
05-RC-137335,"TRANSDEV SERVICES, INC.",Transdev,,Hyattsville,MD,20785,
05-RC-137872,"Coastal International Security, Inc.",Coastal International,Coastal Security,Upper Marlboro,MD,20772,
05-RC-138322,BRAVO! Group Services,bravo,,Vienna,VA,22182,
05-RC-139485,"Maslow Media Group, Inc.",maslow media,maslow,Washington,DC,20007,
05-RC-140513,Stratus Security and Matthews Security,stratus security,matthews security,Detroit,MI,48228,
05-RC-140691,"Edwin A. Keller Bus Company, Inc., and Catherine A. Keller, Inc., a Single Employer",Keller Bus,,Waldorf,MD,20601,
05-RC-140805,"First Student, Inc.",First Student,,Severn,MD,21144,
05-RC-141173,"Alta Bicycle Share, Inc. d/b/a Capitol Bikeshare",Alta Bicycle,Hubway,Washington,DC,20024,
05-RC-142145,Howard University Hospital,howard hospital,,Washington,DC,20060,
05-RC-143199,"Guardsmark, Inc.",Guardsmark,,Washington,DC,20036,
05-RC-145011,"Jones Lang LaSalle Americas, Inc.",Jones Lang LaSalle,,Washington,DC,20006,
05-RC-145133,"RATP Dev. McDonald Transit LLC, dba RDMT, LLC &  Midtown Personnel, Inc., dba The Midtown Group (Joint Employers)",Midtown Group,,Washington,DC,20002,
05-RC-145381,0Health Care Services Group Inc.,Healthcare services,,Silver Spring,MD,20902,
05-RC-145822,Frontline Security Services LLC,Frontline security,,,,,
05-RC-145833,"Airgas Dry Ice, Inc.",Airgas,,Hanover,MD,21076,
05-RC-146530,Shipley Propane LLC,Shipley Propane,,York,PA,17403,
05-RC-146723,"Triple Canopy Secure Services and North American Security, as Joint Employers",triple canopy,,Reston,VA,20191,
05-RC-147017,"Security Assurance Management, Inc.",Security assurance,,Washington,DC,20006,
05-RC-147364,"Master Security Company, LLC",Master security,,Hunt Valley,MD,21030,
05-RC-149002,"Akal Security, Inc.",Akal security,,Washington,DC,20530,
05-RC-149370,"Bunzl Distribution MidAtlantic, LLC",bunzl ,,Hanover,MD,21076,
05-RC-149426,SecTek,sectek,sec-tek,,,,
05-RC-149517,Georgetown University,georgetown university,,Washington,DC,20057,
05-RC-150123,"Baker DC, LLC",Baker DC,,Washington,DC,20005,
05-RC-150230,"DS Pipe & Steel Supply, LLC",DS Pipe Steel,,Baltimore,MD,21230,
05-RC-150645,Kaiser Permanente Mid-Atlantic,Kaiser permanante,Kaiser,Rockville,MD,20852,
05-RC-151107,Trinity Washington University,Trinity Washington,,Washington,DC,20017,
05-RC-151117,"Green Leaf Services, Inc. & The Davey Tree Expert Company, as Joint Employers",Green Leaf,Davey Tree,Arlington,VA,22204,
05-RC-151468,"Master Security Company, LLC",Master security,,Suitland,MD,20409,
05-RC-151470,"Master Security Company, LLC",Master security,,Hunt Valley,MD,21030,
05-RC-151866,"Army Distaff Foundation, Inc.",Army Distaff,,Washington,DC,20015,
05-RC-151933,"U.S. Facilities, Inc.",US Facilities,,Washington,DC,20585,
05-RC-152880,"Krystal Car Wash Inc. & Master Car Wash Inc., a Single Employer",Krystal Car,Master Car,Baltimore,MD,21286,
05-RC-152952,Nestle Purina Pet Care Co.,Deer Park,Nestle,King William,VA,23086,
05-RC-154596,"Green JobWorks, LLC",Green Jobworks,,Baltimore,MD,21227,
05-RC-154729,"American Security Program, Inc.",american security,,Reston,VA,20191,
